,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H07,H09,H11,H12
373,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
374,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,1,0,0
375,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
376,1,1,1,1,1,0,1,0,1,0,1,0,1,0,2,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
377,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
378,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
379,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
380,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
381,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
382,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
383,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
384,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
385,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,0,0
386,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,1,0,0
387,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,1,0,0
388,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,1,0,0
389,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,1,0,0
390,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,1,0,0
391,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
392,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
393,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
394,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
395,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
396,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
397,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
398,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
399,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
400,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
401,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
402,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
403,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
404,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,1,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
405,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,,0,0,0
406,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
407,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
408,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
409,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
410,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
411,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
412,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
413,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
414,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
415,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
416,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
417,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
418,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
419,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
420,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
421,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,0
422,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
423,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
424,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
425,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
426,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
427,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
428,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
429,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
430,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
431,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
432,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
433,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
434,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
435,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
436,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
437,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
438,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
439,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
440,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
441,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
442,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
443,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
444,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
445,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
446,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
447,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
448,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,,0,1,0,1,1,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0
